id,title,submitter,date,detail_url,file_path,text_path
F2665590,Feedback from: CroAI - Croatian AI Association,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665590_en,data/pdfs/F2665590__090166e5e0a9070d.pdf,
F2665591,Feedback from: Global Legal Entity Identifier Foundation (GLEIF),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665591_en,data/pdfs/F2665591__090166e5e0a93055.pdf,
F2665594,Feedback from: LinkedIn,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665594_en,data/pdfs/F2665594__090166e5e0a956c4.pdf,
F2665595,Feedback from: INFOBALT,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665595_en,,data/text/F2665595.txt
F2665596,Feedback from: Martin Haimerl,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665596_en,,data/text/F2665596.txt
F2665597,Feedback from: CFE-CGC,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665597_en,,data/text/F2665597.txt
F2665565,Feedback from: Nokia,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665565_en,data/pdfs/F2665565__090166e5e0a7d0de.pdf,
F2665567,Feedback from: Kancelaria Radców Prawnych Konieczny Wierzbicki,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665567_en,,data/text/F2665567.txt
F2665568,Feedback from: BVI,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665568_en,data/pdfs/F2665568__090166e5e0a7e770.pdf,
F2665573,Feedback from: Medtronic plc,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665573_en,data/pdfs/F2665573__090166e5e0a81cb9.pdf,
F2665574,Feedback from: European DIGITAL SME Alliance,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665574_en,data/pdfs/F2665574__090166e5e0a83483.pdf,
F2665576,Feedback from: Open Future Foundation,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665576_en,data/pdfs/F2665576__090166e5e0a8658c.pdf,
F2665578,Feedback from: Women in AI Austria,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665578_en,data/pdfs/F2665578__090166e5e0a88591.pdf,
F2665579,Feedback from: techUK,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665579_en,data/pdfs/F2665579__090166e5e0a892b1.pdf,
F2665580,Feedback from: European Evangelical Alliance,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665580_en,data/pdfs/F2665580__090166e5e0a897ee.pdf,
F2665582,Feedback from: SHERPA Project,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665582_en,data/pdfs/F2665582__090166e5e0a8c6d1.pdf,
F2665551,Feedback from: Koalicja AI w Zdrowiu & Grupa Robocza ds. Sztucznej Inteligencji - sekcja ds. zdrowia,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665551_en,,data/text/F2665551.txt
F2665553,Feedback from: Paris EUROPLACE,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665553_en,data/pdfs/F2665553__090166e5e0a6f2bc.pdf,
F2665554,Feedback from: Trilateral Research,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665554_en,data/pdfs/F2665554__090166e5e0a70d3e.pdf,
F2665556,Feedback from: Microsoft Corporation,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665556_en,data/pdfs/F2665556__090166e5e0a7123e.pdf,
F2665558,"Feedback from: Compliant and Accountable Systems group, University of Cambridge",,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665558_en,data/pdfs/F2665558__090166e5e0a734c5.pdf,
F2665559,Feedback from: Infineon Technologies AG,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665559_en,,data/text/F2665559.txt
F2665561,Feedback from: Digital Therapeutics Alliance,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665561_en,data/pdfs/F2665561__090166e5e0a7866e.pdf,
F2665562,Feedback from: OpenForum Europe,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665562_en,data/pdfs/F2665562__090166e5e0a78b7f.pdf,
F2665563,Feedback from: Beltug,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665563_en,data/pdfs/F2665563__090166e5e0a7944f.pdf,
F2665564,Feedback from: TIC Council,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665564_en,,data/text/F2665564.txt
F2665537,Feedback from: Federation of Craft Businesses in the automotive sector and in mobility services (FNA),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665537_en,data/pdfs/F2665537__090166e5e1cd0b07.pdf,
F2665539,Feedback from: Japan Business Council in Europe (JBCE),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665539_en,data/pdfs/F2665539__090166e5e0a676bb.pdf,
F2665540,Feedback from: Federation of German Industries / Bundesverband der Deutschen Industrie (BDI),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665540_en,,data/text/F2665540.txt
F2665541,Feedback from: European Society for Medical Oncology (ESMO),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665541_en,,data/text/F2665541.txt
F2665542,Feedback from: Onfido,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665542_en,data/pdfs/F2665542__090166e5e0a674c7.pdf,
F2665543,Feedback from: Siemens Energy,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665543_en,data/pdfs/F2665543__090166e5e0a68aab.pdf,
F2665546,Feedback from: Future of Life Institute (FLI),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665546_en,data/pdfs/F2665546__090166e5e0a6d2f2.pdf,
F2665547,Feedback from: Insurance Europe,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665547_en,,data/text/F2665547.txt
F2665548,Feedback from: Hogan Lovells International LLP,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665548_en,data/pdfs/F2665548__090166e5e0a6dc8b.pdf,
F2665550,Feedback from: European Edtech Alliance,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665550_en,data/pdfs/F2665550__090166e5e0a6ef1e.pdf,
F2665525,Feedback from: Mastercard,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665525_en,data/pdfs/F2665525__090166e5e0a53b9b.pdf,
F2665526,Feedback from: Sky,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665526_en,data/pdfs/F2665526__090166e5e0a53b9e.pdf,
F2665527,Feedback from: Moje Państwo Foundation,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665527_en,data/pdfs/F2665527__090166e5e0a54d14.pdf,
F2665528,Feedback from: European Patients' Forum (EPF),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665528_en,data/pdfs/F2665528__090166e5e0a5a74a.pdf,
F2665530,Feedback from: European Cancer Organisation,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665530_en,,data/text/F2665530.txt
F2665532,Feedback from: MedTech Europe,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665532_en,data/pdfs/F2665532__090166e5e0a5e4a3.pdf,
F2665533,Feedback from: BSA | The Software Alliance,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665533_en,data/pdfs/F2665533__090166e5e0a5f9e3.pdf,
F2665534,Feedback from: radiomics,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665534_en,,data/text/F2665534.txt
F2665535,Feedback from: Association of Financial Markets in Europe,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665535_en,data/pdfs/F2665535__090166e5e0a63bc2.pdf,
F2665536,"Feedback from: ITI, Information Technology Industry Council",,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665536_en,data/pdfs/F2665536__090166e5e0a648c2.pdf,
F2665510,Feedback from: Council of European Dentists (CED),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665510_en,,data/text/F2665510.txt
F2665514,Feedback from: Artificial Intelligence Association of Lithuania (AIAL),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665514_en,data/pdfs/F2665514__090166e5e0a46928.pdf,
F2665515,Feedback from: Volkswagen AG,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665515_en,data/pdfs/F2665515__090166e5e0a465a3.pdf,
F2665516,Feedback from: Enel SpA,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665516_en,data/pdfs/F2665516__090166e5e1cd1a72.pdf,
F2665517,Feedback from: ZVEI e.V.,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665517_en,data/pdfs/F2665517__090166e5e0a48647.pdf,
F2665518,Feedback from: Negotia,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665518_en,data/pdfs/F2665518__090166e5e0a4b122.pdf,
F2665519,Feedback from: Standing Committee of European Doctors (CPME),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665519_en,data/pdfs/F2665519__090166e5e0a4de41.pdf,
F2665520,Feedback from: Equifax,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665520_en,data/pdfs/F2665520__090166e5e0a4f33e.pdf,
F2665521,Feedback from: Center for Data Innovation,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665521_en,data/pdfs/F2665521__090166e5e0a50357.pdf,
F2665524,Feedback from: Fondation pour le droit continental,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665524_en,,data/text/F2665524.txt
F2665497,Feedback from: Small Business Standards (SBS),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665497_en,data/pdfs/F2665497__090166e5e321cdad.pdf,
F2665498,Feedback from: Keidanren,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665498_en,data/pdfs/F2665498__090166e5e1cd1a70.pdf,
F2665499,Feedback from: AESGP - Association of the European Self-Care Industry,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665499_en,data/pdfs/F2665499__090166e5e0a35329.pdf,
F2665501,Feedback from: AI4Belgium,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665501_en,data/pdfs/F2665501__090166e5e0a358c8.pdf,
F2665502,Feedback from: AI4Belgium,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665502_en,data/pdfs/F2665502__090166e5e0a358cd.pdf,
F2665503,Feedback from: Deutscher Anwaltverein,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665503_en,,data/text/F2665503.txt
F2665504,Feedback from: Thibault HELLEPUTTE,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665504_en,data/pdfs/F2665504__090166e5e0a36c4d.pdf,
F2665505,Feedback from: Twilio,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665505_en,data/pdfs/F2665505__090166e5e0a3baa9.pdf,
F2665507,Feedback from: Global Digital Foundation,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665507_en,data/pdfs/F2665507__090166e5e0a3e165.pdf,
F2665508,Feedback from: German Banking Industry Committee,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665508_en,data/pdfs/F2665508__090166e5e0a409af.pdf,
F2665480,"Feedback from: Legal, Ethical & Accountable Digital Society (LEADS) Lab, University of Birmingham",,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665480_en,data/pdfs/F2665480__090166e5e09f9f94.pdf,
F2665481,Feedback from: Consumer Technology Association,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665481_en,data/pdfs/F2665481__090166e5e0a00bde.pdf,
F2665483,Feedback from: Fujitsu,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665483_en,data/pdfs/F2665483__090166e5e0a07474.pdf,
F2665484,Feedback from: The Electronic Privacy Information Center (EPIC),,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665484_en,data/pdfs/F2665484__090166e5e0a170d6.pdf,
F2665486,Feedback from: Deutsche Börse Group,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665486_en,data/pdfs/F2665486__090166e5e0a1f363.pdf,
F2665487,Feedback from: Bundesverband Digitale Wirtschaft (BVDW) e.V.,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665487_en,,data/text/F2665487.txt
F2665488,Feedback from: Verband kommunaler Unternehmen e.V.,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665488_en,,data/text/F2665488.txt
F2665490,Feedback from: Johnson & Johnson,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665490_en,data/pdfs/F2665490__090166e5e0a2e77c.pdf,
F2665491,Feedback from: KU Leuven Centre for IT and IP Law,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665491_en,data/pdfs/F2665491__090166e5e0a3162e.pdf,
F2665494,Feedback from: Intel Corporation,,,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665494_en,data/pdfs/F2665494__090166e5e0a331f3.pdf,
